date,date_end,site,o3,no2,nox,so2,pm10,pm2.5
2020-01-01 00:00:00,2020-01-01 01:00:00,gb0048r,55.28089,NA,NA,NA,7.025,6.109
2020-01-01 01:00:00,2020-01-01 02:00:00,gb0048r,50.62426,NA,NA,NA,7.075,6.156
2020-01-01 02:00:00,2020-01-01 03:00:00,gb0048r,50.44132,NA,NA,NA,10.05,8.726
2020-01-01 03:00:00,2020-01-01 04:00:00,gb0048r,50.19186,NA,NA,NA,10.875,9.693
2020-01-01 04:00:00,2020-01-01 05:00:00,gb0048r,48.39573,NA,NA,NA,11.675,10.542
2020-01-01 05:00:00,2020-01-01 06:00:00,gb0048r,46.20046,NA,NA,NA,10.65,9.623
2020-01-01 06:00:00,2020-01-01 07:00:00,gb0048r,44.35443,NA,NA,NA,9.1,8.113
2020-01-01 07:00:00,2020-01-01 08:00:00,gb0048r,49.19401,NA,NA,NA,10.075,8.75
2020-01-01 08:00:00,2020-01-01 09:00:00,gb0048r,49.44347,NA,NA,NA,10.975,9.693
2020-01-01 09:00:00,2020-01-01 10:00:00,gb0048r,49.8925,NA,NA,NA,10.575,9.292
2020-01-01 10:00:00,2020-01-01 11:00:00,gb0048r,47.49766,NA,NA,NA,10.95,9.599
2020-01-01 11:00:00,2020-01-01 12:00:00,gb0048r,48.19616,NA,NA,NA,11.4,10.071
2020-01-01 12:00:00,2020-01-01 13:00:00,gb0048r,46.15056,NA,NA,NA,12.8,11.226
2020-01-01 13:00:00,2020-01-01 14:00:00,gb0048r,43.65594,NA,NA,NA,15.45,13.585
2020-01-01 14:00:00,2020-01-01 15:00:00,gb0048r,39.46497,NA,NA,NA,17.1,15.212
2020-01-01 15:00:00,2020-01-01 16:00:00,gb0048r,43.40648,NA,NA,NA,17.45,15.731
2020-01-01 16:00:00,2020-01-01 17:00:00,gb0048r,44.05508,NA,NA,NA,18.25,15.92
2020-01-01 17:00:00,2020-01-01 18:00:00,gb0048r,42.10927,NA,NA,NA,18.95,16.557
2020-01-01 18:00:00,2020-01-01 19:00:00,gb0048r,46.10067,NA,NA,NA,18.025,15.731
2020-01-01 19:00:00,2020-01-01 20:00:00,gb0048r,49.34368,NA,NA,NA,17.075,14.717
2020-01-01 20:00:00,2020-01-01 21:00:00,gb0048r,48.39573,NA,NA,NA,17.975,15.33
2020-01-01 21:00:00,2020-01-01 22:00:00,gb0048r,44.90325,NA,NA,NA,19.95,16.887
2020-01-01 22:00:00,2020-01-01 23:00:00,gb0048r,44.85336,NA,NA,NA,18.3,15.684
2020-01-01 23:00:00,2020-01-02 00:00:00,gb0048r,44.80347,NA,NA,NA,18.35,15.708
2020-01-02 00:00:00,2020-01-02 01:00:00,gb0048r,52.68648,NA,NA,NA,13.3,10.92
2020-01-02 01:00:00,2020-01-02 02:00:00,gb0048r,56.14569,NA,NA,NA,11.6,8.892
2020-01-02 02:00:00,2020-01-02 03:00:00,gb0048r,56.37853,NA,NA,NA,9.825,7.406
2020-01-02 03:00:00,2020-01-02 04:00:00,gb0048r,56.27874,NA,NA,NA,10.35,7.618
2020-01-02 04:00:00,2020-01-02 05:00:00,gb0048r,60.81896,NA,NA,NA,9.8,6.651
2020-01-02 05:00:00,2020-01-02 06:00:00,gb0048r,62.5153,NA,NA,NA,10.425,6.462
2020-01-02 06:00:00,2020-01-02 07:00:00,gb0048r,64.76047,NA,NA,NA,9.325,5.991
2020-01-02 07:00:00,2020-01-02 08:00:00,gb0048r,69.2009,NA,NA,NA,9.475,5.825
2020-01-02 08:00:00,2020-01-02 09:00:00,gb0048r,70.548,NA,NA,NA,7.75,4.41
2020-01-02 09:00:00,2020-01-02 10:00:00,gb0048r,72.24434,NA,NA,NA,4.8,2.594
2020-01-02 10:00:00,2020-01-02 11:00:00,gb0048r,72.89294,NA,NA,NA,4,1.792
2020-01-02 11:00:00,2020-01-02 12:00:00,gb0048r,74.5394,NA,NA,NA,2.125,1.038
2020-01-02 12:00:00,2020-01-02 13:00:00,gb0048r,74.43961,NA,NA,NA,0.775,0.377
2020-01-02 13:00:00,2020-01-02 14:00:00,gb0048r,71.49595,NA,NA,NA,1.025,0.472
2020-01-02 14:00:00,2020-01-02 15:00:00,gb0048r,71.59574,NA,NA,NA,0.675,0.401
2020-01-02 15:00:00,2020-01-02 16:00:00,gb0048r,71.79531,NA,NA,NA,0.35,0.142
2020-01-02 16:00:00,2020-01-02 17:00:00,gb0048r,70.64778,NA,NA,NA,0.35,0.259
2020-01-02 17:00:00,2020-01-02 18:00:00,gb0048r,68.10326,NA,NA,NA,0.625,0.377
2020-01-02 18:00:00,2020-01-02 19:00:00,gb0048r,69.64993,NA,NA,NA,1.875,1.321
2020-01-02 19:00:00,2020-01-02 20:00:00,gb0048r,68.60219,NA,NA,NA,1.6,1.156
2020-01-02 20:00:00,2020-01-02 21:00:00,gb0048r,65.50885,NA,NA,NA,1.175,0.849
2020-01-02 21:00:00,2020-01-02 22:00:00,gb0048r,68.30283,NA,NA,NA,1.275,0.991
2020-01-02 22:00:00,2020-01-02 23:00:00,gb0048r,64.71057,NA,NA,NA,1.4,1.038
2020-01-02 23:00:00,2020-01-03 00:00:00,gb0048r,71.39617,NA,NA,NA,1.25,0.731
2020-01-03 00:00:00,2020-01-03 01:00:00,gb0048r,76.43531,NA,NA,NA,5.1,3.042
2020-01-03 01:00:00,2020-01-03 02:00:00,gb0048r,76.10269,NA,NA,NA,8.5,4.811
2020-01-03 02:00:00,2020-01-03 03:00:00,gb0048r,71.79531,NA,NA,NA,10.3,5.708
2020-01-03 03:00:00,2020-01-03 04:00:00,gb0048r,67.75402,NA,NA,NA,10.6,5.896
2020-01-03 04:00:00,2020-01-03 05:00:00,gb0048r,66.40692,NA,NA,NA,10.9,6.014
2020-01-03 05:00:00,2020-01-03 06:00:00,gb0048r,66.95574,NA,NA,NA,10,5.425
2020-01-03 06:00:00,2020-01-03 07:00:00,gb0048r,68.15316,NA,NA,NA,9.325,4.764
2020-01-03 07:00:00,2020-01-03 08:00:00,gb0048r,67.05552,NA,NA,NA,9.05,4.835
2020-01-03 08:00:00,2020-01-03 09:00:00,gb0048r,64.46111,NA,NA,NA,9.075,4.859
2020-01-03 09:00:00,2020-01-03 10:00:00,gb0048r,60.81896,NA,NA,NA,8.825,4.623
2020-01-03 10:00:00,2020-01-03 11:00:00,gb0048r,63.06412,NA,NA,NA,8.075,4.528
2020-01-03 11:00:00,2020-01-03 12:00:00,gb0048r,66.25724,NA,NA,NA,8.5,4.623
2020-01-03 12:00:00,2020-01-03 13:00:00,gb0048r,71.04692,NA,NA,NA,6.375,3.491
2020-01-03 13:00:00,2020-01-03 14:00:00,gb0048r,71.04692,NA,NA,NA,4.775,2.712
2020-01-03 14:00:00,2020-01-03 15:00:00,gb0048r,69.10111,NA,NA,NA,5.775,3.325
2020-01-03 15:00:00,2020-01-03 16:00:00,gb0048r,69.15101,NA,NA,NA,6.8,3.821
2020-01-03 16:00:00,2020-01-03 17:00:00,gb0048r,67.15531,NA,NA,NA,5.85,3.632
2020-01-03 17:00:00,2020-01-03 18:00:00,gb0048r,67.65423,NA,NA,NA,6.1,3.868
2020-01-03 18:00:00,2020-01-03 19:00:00,gb0048r,70.84735,NA,NA,NA,5.95,3.656
2020-01-03 19:00:00,2020-01-03 20:00:00,gb0048r,69.74971,NA,NA,NA,8.3,4.859
2020-01-03 20:00:00,2020-01-03 21:00:00,gb0048r,72.84305,NA,NA,NA,5.05,3.184
2020-01-03 21:00:00,2020-01-03 22:00:00,gb0048r,72.34413,NA,NA,NA,5.375,3.373
2020-01-03 22:00:00,2020-01-03 23:00:00,gb0048r,75.188,NA,NA,NA,4.875,3.184
2020-01-03 23:00:00,2020-01-04 00:00:00,gb0048r,75.33768,NA,NA,NA,5.25,3.349
2020-01-04 00:00:00,2020-01-04 01:00:00,gb0048r,75.50398,NA,NA,NA,7.475,4.34
2020-01-04 01:00:00,2020-01-04 02:00:00,gb0048r,72.31086,NA,NA,NA,9.625,5.637
2020-01-04 02:00:00,2020-01-04 03:00:00,gb0048r,74.14026,NA,NA,NA,4.425,2.948
2020-01-04 03:00:00,2020-01-04 04:00:00,gb0048r,74.63918,NA,NA,NA,4.1,2.594
2020-01-04 04:00:00,2020-01-04 05:00:00,gb0048r,74.73896,NA,NA,NA,4.075,2.524
2020-01-04 05:00:00,2020-01-04 06:00:00,gb0048r,NA,NA,NA,NA,4.325,2.689
2020-01-04 06:00:00,2020-01-04 07:00:00,gb0048r,74.78886,NA,NA,NA,4.725,2.759
2020-01-04 07:00:00,2020-01-04 08:00:00,gb0048r,74.4895,NA,NA,NA,3.425,2.17
2020-01-04 08:00:00,2020-01-04 09:00:00,gb0048r,73.1923,NA,NA,NA,4.775,2.854
2020-01-04 09:00:00,2020-01-04 10:00:00,gb0048r,71.44606,NA,NA,NA,6.15,3.585
2020-01-04 10:00:00,2020-01-04 11:00:00,gb0048r,72.5437,NA,NA,NA,5.375,3.09
2020-01-04 11:00:00,2020-01-04 12:00:00,gb0048r,72.69337,NA,NA,NA,3.45,2.193
2020-01-04 12:00:00,2020-01-04 13:00:00,gb0048r,71.39617,NA,NA,NA,1.075,0.731
2020-01-04 13:00:00,2020-01-04 14:00:00,gb0048r,69.8495,NA,NA,NA,0.7,0.519
2020-01-04 14:00:00,2020-01-04 15:00:00,gb0048r,65.30928,NA,NA,NA,0.85,0.519
2020-01-04 15:00:00,2020-01-04 16:00:00,gb0048r,66.70627,NA,NA,NA,2.425,1.651
2020-01-04 16:00:00,2020-01-04 17:00:00,gb0048r,63.91229,NA,NA,NA,2.375,1.651
2020-01-04 17:00:00,2020-01-04 18:00:00,gb0048r,64.76047,NA,NA,NA,1.7,1.344
2020-01-04 18:00:00,2020-01-04 19:00:00,gb0048r,67.05552,NA,NA,NA,3.15,2.311
2020-01-04 19:00:00,2020-01-04 20:00:00,gb0048r,67.25509,NA,NA,NA,2.525,2.052
2020-01-04 20:00:00,2020-01-04 21:00:00,gb0048r,66.5566,NA,NA,NA,2.65,1.958
2020-01-04 21:00:00,2020-01-04 22:00:00,gb0048r,69.35058,NA,NA,NA,1.75,1.368
2020-01-04 22:00:00,2020-01-04 23:00:00,gb0048r,66.75617,NA,NA,NA,1.275,0.873
2020-01-04 23:00:00,2020-01-05 00:00:00,gb0048r,64.41122,NA,NA,NA,1.075,0.778
2020-01-05 00:00:00,2020-01-05 01:00:00,gb0048r,64.26154,NA,NA,NA,0.9,0.66
2020-01-05 01:00:00,2020-01-05 02:00:00,gb0048r,67.25509,NA,NA,NA,1.075,0.825
2020-01-05 02:00:00,2020-01-05 03:00:00,gb0048r,71.69552,NA,NA,NA,1.35,1.014
2020-01-05 03:00:00,2020-01-05 04:00:00,gb0048r,72.44391,NA,NA,NA,1.575,1.179
2020-01-05 04:00:00,2020-01-05 05:00:00,gb0048r,72.29423,NA,NA,NA,1.35,1.085
2020-01-05 05:00:00,2020-01-05 06:00:00,gb0048r,70.548,NA,NA,NA,1.125,0.849
2020-01-05 06:00:00,2020-01-05 07:00:00,gb0048r,66.95574,NA,NA,NA,1.125,0.873
2020-01-05 07:00:00,2020-01-05 08:00:00,gb0048r,66.35702,NA,NA,NA,0.9,0.66
2020-01-05 08:00:00,2020-01-05 09:00:00,gb0048r,66.45681,NA,NA,NA,0.825,0.59
2020-01-05 09:00:00,2020-01-05 10:00:00,gb0048r,65.65853,NA,NA,NA,0.675,0.472
2020-01-05 10:00:00,2020-01-05 11:00:00,gb0048r,66.75617,NA,NA,NA,0.875,0.566
2020-01-05 11:00:00,2020-01-05 12:00:00,gb0048r,66.25724,NA,NA,NA,0.975,0.708
2020-01-05 12:00:00,2020-01-05 13:00:00,gb0048r,67.70412,NA,NA,NA,1.175,0.849
2020-01-05 13:00:00,2020-01-05 14:00:00,gb0048r,68.20305,NA,NA,NA,0.7,0.448
2020-01-05 14:00:00,2020-01-05 15:00:00,gb0048r,66.25724,NA,NA,NA,0.7,0.33
2020-01-05 15:00:00,2020-01-05 16:00:00,gb0048r,65.90799,NA,NA,NA,1.2,0.542
2020-01-05 16:00:00,2020-01-05 17:00:00,gb0048r,62.91444,NA,NA,NA,1.025,0.59
2020-01-05 17:00:00,2020-01-05 18:00:00,gb0048r,59.82111,NA,NA,NA,1.425,0.967
2020-01-05 18:00:00,2020-01-05 19:00:00,gb0048r,57.40964,NA,NA,NA,1.85,1.108
2020-01-05 19:00:00,2020-01-05 20:00:00,gb0048r,60.33666,NA,NA,NA,1.8,1.274
2020-01-05 20:00:00,2020-01-05 21:00:00,gb0048r,60.66928,NA,NA,NA,2.8,1.675
2020-01-05 21:00:00,2020-01-05 22:00:00,gb0048r,60.17036,NA,NA,NA,3.85,2.382
2020-01-05 22:00:00,2020-01-05 23:00:00,gb0048r,61.66713,NA,NA,NA,5.675,3.42
2020-01-05 23:00:00,2020-01-06 00:00:00,gb0048r,67.15531,NA,NA,NA,2.825,1.91
2020-01-06 00:00:00,2020-01-06 01:00:00,gb0048r,78.29796,NA,NA,NA,1.275,0.802
2020-01-06 01:00:00,2020-01-06 02:00:00,gb0048r,80.36019,NA,NA,NA,1.15,0.778
2020-01-06 02:00:00,2020-01-06 03:00:00,gb0048r,82.57209,NA,NA,NA,1.925,1.156
2020-01-06 03:00:00,2020-01-06 04:00:00,gb0048r,79.52865,NA,NA,NA,0.825,0.472
2020-01-06 04:00:00,2020-01-06 05:00:00,gb0048r,80.22714,NA,NA,NA,0.575,0.377
2020-01-06 05:00:00,2020-01-06 06:00:00,gb0048r,78.58069,NA,NA,NA,0.875,0.613
2020-01-06 06:00:00,2020-01-06 07:00:00,gb0048r,77.08391,NA,NA,NA,0.475,0.33
2020-01-06 07:00:00,2020-01-06 08:00:00,gb0048r,78.83015,NA,NA,NA,0.825,0.519
2020-01-06 08:00:00,2020-01-06 09:00:00,gb0048r,78.63058,NA,NA,NA,1.525,1.014
2020-01-06 09:00:00,2020-01-06 10:00:00,gb0048r,75.58714,NA,NA,NA,2.625,1.863
2020-01-06 10:00:00,2020-01-06 11:00:00,gb0048r,75.98628,NA,NA,NA,1.875,1.274
2020-01-06 11:00:00,2020-01-06 12:00:00,gb0048r,75.58714,NA,NA,NA,1.025,0.637
2020-01-06 12:00:00,2020-01-06 13:00:00,gb0048r,75.93639,NA,NA,NA,0.675,0.495
2020-01-06 13:00:00,2020-01-06 14:00:00,gb0048r,72.64348,NA,NA,NA,0.75,0.519
2020-01-06 14:00:00,2020-01-06 15:00:00,gb0048r,72.59359,NA,NA,NA,0.875,0.566
2020-01-06 15:00:00,2020-01-06 16:00:00,gb0048r,72.19445,NA,NA,NA,3.475,2.146
2020-01-06 16:00:00,2020-01-06 17:00:00,gb0048r,68.95144,NA,NA,NA,5.775,3.443
2020-01-06 17:00:00,2020-01-06 18:00:00,gb0048r,68.35273,NA,NA,NA,6.25,3.467
2020-01-06 18:00:00,2020-01-06 19:00:00,gb0048r,70.14886,NA,NA,NA,6.825,4.175
2020-01-06 19:00:00,2020-01-06 20:00:00,gb0048r,69.99918,NA,NA,NA,8.725,5
2020-01-06 20:00:00,2020-01-06 21:00:00,gb0048r,69.05122,NA,NA,NA,12.2,6.557
2020-01-06 21:00:00,2020-01-06 22:00:00,gb0048r,68.05337,NA,NA,NA,9.75,5.873
2020-01-06 22:00:00,2020-01-06 23:00:00,gb0048r,67.55445,NA,NA,NA,9.675,5.708
2020-01-06 23:00:00,2020-01-07 00:00:00,gb0048r,65.25939,NA,NA,NA,9.625,5.873
2020-01-07 00:00:00,2020-01-07 01:00:00,gb0048r,64.19502,NA,NA,NA,9.1,5.778
2020-01-07 01:00:00,2020-01-07 02:00:00,gb0048r,64.39459,NA,NA,NA,8.65,5.542
2020-01-07 02:00:00,2020-01-07 03:00:00,gb0048r,66.75617,NA,NA,NA,10.5,5.967
2020-01-07 03:00:00,2020-01-07 04:00:00,gb0048r,67.60434,NA,NA,NA,10.15,5.967
2020-01-07 04:00:00,2020-01-07 05:00:00,gb0048r,69.64993,NA,NA,NA,9,5.495
2020-01-07 05:00:00,2020-01-07 06:00:00,gb0048r,70.34843,NA,NA,NA,8.25,5.165
2020-01-07 06:00:00,2020-01-07 07:00:00,gb0048r,69.69982,NA,NA,NA,8.875,5.495
2020-01-07 07:00:00,2020-01-07 08:00:00,gb0048r,70.74756,NA,NA,NA,8.55,5.708
2020-01-07 08:00:00,2020-01-07 09:00:00,gb0048r,71.8452,NA,NA,NA,5.05,3.609
2020-01-07 09:00:00,2020-01-07 10:00:00,gb0048r,70.64778,NA,NA,NA,1.55,0.943
2020-01-07 10:00:00,2020-01-07 11:00:00,gb0048r,72.94284,NA,NA,NA,1.075,0.613
2020-01-07 11:00:00,2020-01-07 12:00:00,gb0048r,72.5437,NA,NA,NA,0.75,0.495
2020-01-07 12:00:00,2020-01-07 13:00:00,gb0048r,73.74111,NA,NA,NA,1.1,0.778
2020-01-07 13:00:00,2020-01-07 14:00:00,gb0048r,73.89079,NA,NA,NA,1.3,0.873
2020-01-07 14:00:00,2020-01-07 15:00:00,gb0048r,73.54155,NA,NA,NA,0.675,0.495
2020-01-07 15:00:00,2020-01-07 16:00:00,gb0048r,71.99488,NA,NA,NA,0.75,0.566
2020-01-07 16:00:00,2020-01-07 17:00:00,gb0048r,68.85165,NA,NA,NA,0.775,0.472
2020-01-07 17:00:00,2020-01-07 18:00:00,gb0048r,65.70842,NA,NA,NA,0.55,0.377
2020-01-07 18:00:00,2020-01-07 19:00:00,gb0048r,65.15961,NA,NA,NA,0.9,0.542
2020-01-07 19:00:00,2020-01-07 20:00:00,gb0048r,68.65208,NA,NA,NA,3.5,2.5
2020-01-07 20:00:00,2020-01-07 21:00:00,gb0048r,69.25079,NA,NA,NA,8.075,5.59
2020-01-07 21:00:00,2020-01-07 22:00:00,gb0048r,68.80176,NA,NA,NA,14.8,10.259
2020-01-07 22:00:00,2020-01-07 23:00:00,gb0048r,67.25509,NA,NA,NA,11.825,8.514
2020-01-07 23:00:00,2020-01-08 00:00:00,gb0048r,71.69552,NA,NA,NA,8.067,5.409
2020-01-08 00:00:00,2020-01-08 01:00:00,gb0048r,75.03832,NA,NA,NA,10.3,6.179
2020-01-08 01:00:00,2020-01-08 02:00:00,gb0048r,79.02972,NA,NA,NA,9.15,6.132
2020-01-08 02:00:00,2020-01-08 03:00:00,gb0048r,77.43316,NA,NA,NA,10.525,6.462
2020-01-08 03:00:00,2020-01-08 04:00:00,gb0048r,79.52865,NA,NA,NA,8.475,5.259
2020-01-08 04:00:00,2020-01-08 05:00:00,gb0048r,75.98628,NA,NA,NA,10.475,6.344
2020-01-08 05:00:00,2020-01-08 06:00:00,gb0048r,75.08821,NA,NA,NA,8.825,5.401
2020-01-08 06:00:00,2020-01-08 07:00:00,gb0048r,72.89294,NA,NA,NA,8.95,5.33
2020-01-08 07:00:00,2020-01-08 08:00:00,gb0048r,72.39402,NA,NA,NA,5.275,2.925
2020-01-08 08:00:00,2020-01-08 09:00:00,gb0048r,71.64563,NA,NA,NA,4.6,2.83
2020-01-08 09:00:00,2020-01-08 10:00:00,gb0048r,72.34413,NA,NA,NA,3.875,2.5
2020-01-08 10:00:00,2020-01-08 11:00:00,gb0048r,71.69552,NA,NA,NA,3.625,2.311
2020-01-08 11:00:00,2020-01-08 12:00:00,gb0048r,70.69767,NA,NA,NA,3.475,2.264
2020-01-08 12:00:00,2020-01-08 13:00:00,gb0048r,70.69767,NA,NA,NA,2.725,1.792
2020-01-08 13:00:00,2020-01-08 14:00:00,gb0048r,75.88649,NA,NA,NA,3.475,2.217
2020-01-08 14:00:00,2020-01-08 15:00:00,gb0048r,70.09896,NA,NA,NA,4.625,2.783
2020-01-08 15:00:00,2020-01-08 16:00:00,gb0048r,66.90584,NA,NA,NA,7.425,4.528
2020-01-08 16:00:00,2020-01-08 17:00:00,gb0048r,63.96219,NA,NA,NA,5.475,3.679
2020-01-08 17:00:00,2020-01-08 18:00:00,gb0048r,73.59144,NA,NA,NA,4.125,2.712
2020-01-08 18:00:00,2020-01-08 19:00:00,gb0048r,63.91229,NA,NA,NA,4.975,3.113
2020-01-08 19:00:00,2020-01-08 20:00:00,gb0048r,57.42627,NA,NA,NA,7.1,4.363
2020-01-08 20:00:00,2020-01-08 21:00:00,gb0048r,61.01853,NA,NA,NA,9.625,5.212
2020-01-08 21:00:00,2020-01-08 22:00:00,gb0048r,62.86455,NA,NA,NA,8.825,4.835
2020-01-08 22:00:00,2020-01-08 23:00:00,gb0048r,60.36993,NA,NA,NA,9,4.552
2020-01-08 23:00:00,2020-01-09 00:00:00,gb0048r,59.32218,NA,NA,NA,8.675,4.458
2020-01-09 00:00:00,2020-01-09 01:00:00,gb0048r,53.81738,NA,NA,NA,7.1,3.821
2020-01-09 01:00:00,2020-01-09 02:00:00,gb0048r,46.30024,NA,NA,NA,7.225,3.679
2020-01-09 02:00:00,2020-01-09 03:00:00,gb0048r,44.30454,NA,NA,NA,6.55,3.538
2020-01-09 03:00:00,2020-01-09 04:00:00,gb0048r,43.65594,NA,NA,NA,6.325,3.679
2020-01-09 04:00:00,2020-01-09 05:00:00,gb0048r,47.84691,NA,NA,NA,6.625,4.009
2020-01-09 05:00:00,2020-01-09 06:00:00,gb0048r,58.62369,NA,NA,NA,6.525,4.127
2020-01-09 06:00:00,2020-01-09 07:00:00,gb0048r,55.68003,NA,NA,NA,3.95,3.113
2020-01-09 07:00:00,2020-01-09 08:00:00,gb0048r,65.95789,NA,NA,NA,1.8,1.533
2020-01-09 08:00:00,2020-01-09 09:00:00,gb0048r,68.05337,NA,NA,NA,1.025,0.943
2020-01-09 09:00:00,2020-01-09 10:00:00,gb0048r,68.00348,NA,NA,NA,1.6,1.368
2020-01-09 10:00:00,2020-01-09 11:00:00,gb0048r,59.17251,NA,NA,NA,1.525,1.25
2020-01-09 11:00:00,2020-01-09 12:00:00,gb0048r,60.5695,NA,NA,NA,2.3,1.557
2020-01-09 12:00:00,2020-01-09 13:00:00,gb0048r,61.81681,NA,NA,NA,3.65,2.5
2020-01-09 13:00:00,2020-01-09 14:00:00,gb0048r,56.82756,NA,NA,NA,5.125,3.208
2020-01-09 14:00:00,2020-01-09 15:00:00,gb0048r,52.73637,NA,NA,NA,6.425,3.75
2020-01-09 15:00:00,2020-01-09 16:00:00,gb0048r,45.70153,NA,NA,NA,5.95,3.797
2020-01-09 16:00:00,2020-01-09 17:00:00,gb0048r,54.23315,NA,NA,NA,4.275,2.642
2020-01-09 17:00:00,2020-01-09 18:00:00,gb0048r,55.08132,NA,NA,NA,6.325,4.269
2020-01-09 18:00:00,2020-01-09 19:00:00,gb0048r,50.69078,NA,NA,NA,6.975,5.189
2020-01-09 19:00:00,2020-01-09 20:00:00,gb0048r,57.02713,NA,NA,NA,4.55,3.538
2020-01-09 20:00:00,2020-01-09 21:00:00,gb0048r,59.67143,NA,NA,NA,3.9,2.877
2020-01-09 21:00:00,2020-01-09 22:00:00,gb0048r,57.17681,NA,NA,NA,3.25,2.382
2020-01-09 22:00:00,2020-01-09 23:00:00,gb0048r,52.23745,NA,NA,NA,3.325,2.642
2020-01-09 23:00:00,2020-01-10 00:00:00,gb0048r,53.53465,NA,NA,NA,4.85,3.844
2020-01-10 00:00:00,2020-01-10 01:00:00,gb0048r,51.0234,NA,NA,NA,6.525,5.472
2020-01-10 01:00:00,2020-01-10 02:00:00,gb0048r,50.35816,NA,NA,NA,7.475,6.462
2020-01-10 02:00:00,2020-01-10 03:00:00,gb0048r,49.2439,NA,NA,NA,6.925,6.038
2020-01-10 03:00:00,2020-01-10 04:00:00,gb0048r,55.231,NA,NA,NA,5.55,4.788
2020-01-10 04:00:00,2020-01-10 05:00:00,gb0048r,57.82541,NA,NA,NA,5.1,4.458
2020-01-10 05:00:00,2020-01-10 06:00:00,gb0048r,60.46971,NA,NA,NA,5.775,4.363
2020-01-10 06:00:00,2020-01-10 07:00:00,gb0048r,59.12261,NA,NA,NA,6.025,4.198
2020-01-10 07:00:00,2020-01-10 08:00:00,gb0048r,61.2181,NA,NA,NA,3.675,2.689
2020-01-10 08:00:00,2020-01-10 09:00:00,gb0048r,60.07057,NA,NA,NA,2.675,1.84
2020-01-10 09:00:00,2020-01-10 10:00:00,gb0048r,59.77122,NA,NA,NA,2.7,1.769
2020-01-10 10:00:00,2020-01-10 11:00:00,gb0048r,59.32218,NA,NA,NA,4,2.217
2020-01-10 11:00:00,2020-01-10 12:00:00,gb0048r,61.91659,NA,NA,NA,5.1,2.594
2020-01-10 12:00:00,2020-01-10 13:00:00,gb0048r,64.96004,NA,NA,NA,5.575,2.854
2020-01-10 13:00:00,2020-01-10 14:00:00,gb0048r,69.60004,NA,NA,NA,4.925,2.571
2020-01-10 14:00:00,2020-01-10 15:00:00,gb0048r,69.35058,NA,NA,NA,4.825,2.759
2020-01-10 15:00:00,2020-01-10 16:00:00,gb0048r,70.64778,NA,NA,NA,5.975,3.349
2020-01-10 16:00:00,2020-01-10 17:00:00,gb0048r,72.4938,NA,NA,NA,5.975,3.491
2020-01-10 17:00:00,2020-01-10 18:00:00,gb0048r,76.43531,NA,NA,NA,5.65,3.278
2020-01-10 18:00:00,2020-01-10 19:00:00,gb0048r,78.13165,NA,NA,NA,6.125,3.726
2020-01-10 19:00:00,2020-01-10 20:00:00,gb0048r,80.82585,NA,NA,NA,4.275,2.807
2020-01-10 20:00:00,2020-01-10 21:00:00,gb0048r,81.22499,NA,NA,NA,1.95,1.368
2020-01-10 21:00:00,2020-01-10 22:00:00,gb0048r,79.97768,NA,NA,NA,0.95,0.66
2020-01-10 22:00:00,2020-01-10 23:00:00,gb0048r,78.68047,NA,NA,NA,0.675,0.448
2020-01-10 23:00:00,2020-01-11 00:00:00,gb0048r,76.68477,NA,NA,NA,0.425,0.283
2020-01-11 00:00:00,2020-01-11 01:00:00,gb0048r,76.16922,NA,NA,NA,0.375,0.212
2020-01-11 01:00:00,2020-01-11 02:00:00,gb0048r,75.17137,NA,NA,NA,0.7,0.495
2020-01-11 02:00:00,2020-01-11 03:00:00,gb0048r,75.33768,NA,NA,NA,0.725,0.472
2020-01-11 03:00:00,2020-01-11 04:00:00,gb0048r,77.08391,NA,NA,NA,0.675,0.425
2020-01-11 04:00:00,2020-01-11 05:00:00,gb0048r,76.83445,NA,NA,NA,0.8,0.519
2020-01-11 05:00:00,2020-01-11 06:00:00,gb0048r,76.23574,NA,NA,NA,0.8,0.495
2020-01-11 06:00:00,2020-01-11 07:00:00,gb0048r,76.38542,NA,NA,NA,0.3,0.165
2020-01-11 07:00:00,2020-01-11 08:00:00,gb0048r,76.73467,NA,NA,NA,0.275,0.094
2020-01-11 08:00:00,2020-01-11 09:00:00,gb0048r,76.13596,NA,NA,NA,0.15,0.094
2020-01-11 09:00:00,2020-01-11 10:00:00,gb0048r,76.38542,NA,NA,NA,0.2,0.118
2020-01-11 10:00:00,2020-01-11 11:00:00,gb0048r,73.94069,NA,NA,NA,0.3,0.189
2020-01-11 11:00:00,2020-01-11 12:00:00,gb0048r,72.4938,NA,NA,NA,0.8,0.354
2020-01-11 12:00:00,2020-01-11 13:00:00,gb0048r,80.57639,NA,NA,NA,0.4,0.142
2020-01-11 13:00:00,2020-01-11 14:00:00,gb0048r,81.27488,NA,NA,NA,0.3,0.142
2020-01-11 14:00:00,2020-01-11 15:00:00,gb0048r,81.07531,NA,NA,NA,0.5,0.189
2020-01-11 15:00:00,2020-01-11 16:00:00,gb0048r,78.43101,NA,NA,NA,0.5,0.259
2020-01-11 16:00:00,2020-01-11 17:00:00,gb0048r,76.4852,NA,NA,NA,0.975,0.613
2020-01-11 17:00:00,2020-01-11 18:00:00,gb0048r,73.94069,NA,NA,NA,1.15,0.778
2020-01-11 18:00:00,2020-01-11 19:00:00,gb0048r,73.39187,NA,NA,NA,1.375,0.873
